Company Name,Ticker,Optionable,Div. Yield %,Sector,Last Close,Relative Price Change,5 Yr. Hist. EPS Growth,% Change EPS (F(-1)/F(-2)),Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,ROA (5 Yr Avg),Current ROA (TTM),ROI (5 Yr Avg),Inventory Turnover,Asset Utilization,Net Margin %
"Renewable Energy Group, Inc.","REGI","YES","0","Oils-Energy","65.31","-17.58","25.73","-65.1","-19.09","8.04","6.5148","8.19","9.02919","10.35599","1.36059","6.02"
"Repligen Corporation","RGEN","YES","0","Medical","204.97","-3.67","33.03","179.88","35.53","35.83","5.27159","5.74","5.99259","2.0524",".23523","16.36"
"Ribbon Communications Inc.","RBBN","YES","0","Computer and Technology","8.25","15.98","82.11","168.11","49.85","32.1","-1.6743","6.05","-2.53391","6.32329",".57656","10.5"
"Rogers Corporation","ROG","YES","0","Computer and Technology","195.18","14.86","9.64","5.64","-10.65","6.76","8.24339","7.08","9.9586","4.3997",".5986","6.23"
"Ruths Hospitality Group, Inc.","RUTH","YES","0","Retail-Wholesale","24.37","26.03","-13.81","-159.93","-40.66","-.33","12.159","-2.21","22.871","29.75799",".50543","-9.11"
"Ryanair Holdings PLC","RYAAY","YES","0","Transportation","114.12","-3.69","1.39","-230.04","5.94","-2.8","8.5121","-5.3","12.321","422.1",".19122","-48.54"
"Ryerson Holding Corporation","RYI","YES","0","Basic Materials","16.19","13.11","13.3","-179.85","-22.99","9.32","1.54879","-.16","2.75659","4.51809","1.79849","-1.9"
"SEACOR Holdings, Inc.","CKH","YES","0","Oils-Energy","41.51","-10.16","-3.99","-12.93","-5.77","-2.23","-.50452","1.54","-.76179","150.95399",".4968","3.09"
"SMART Global Holdings, Inc.","SGH","YES","0","Computer and Technology","48.71","21.11","-42.34","-96.8","-7.39","6.37","12.34099","5.94","23.37599","5.68779","1.44009",".06"
"SPX Corporation","SPXC","YES","0","Auto-Tires-Trucks","60.26","1.51","42.25","37.09","2.24","-2.82","3.9272","5.67","11.604","6.1925",".69252","6.22"
"STAAR Surgical Company","STAA","YES","0","Medical","112.59","23.92","51.14","-57.91","8.84","19.57","4.18429","7.29","5.1483","2.5143",".71306","3.62"
"Sally Beauty Holdings, Inc.","SBH","YES","0","Retail-Wholesale","19.81","43.67","-2.33","-54.76","-9.34","-2.09","10.85299","4.74","15.75699","2.02589","1.1554","3.38"
"Sanmina Corporation","SANM","YES","0","Computer and Technology","42.11","24.14","4.47","5.27","-15.47","3.38","4.8705","4.86","10.06099","7.3586","1.6782","2.17"
"ScanSource, Inc.","SCSC","YES","0","Industrial Products","30.79","8.38","-5.09","-622.99","-21.31","-.15","3.8336","2.33","6.67889","5.3397","1.7345","-7.85"
"SeaWorld Entertainment, Inc.","SEAS","YES","0","Consumer Discretionary","50.97","49.84","36.94","-449.06","-69.12","-11.22","1.35109","-12.07","1.621","12.567",".16878","-72.33"
"Semtech Corporation","SMTC","YES","0","Computer and Technology","70.97","-7.93","4.52","52.84","8.69","2.23","7.0644","6.62","8.57359","2.89149",".56576","10.07"
"Sensata Technologies Holding N.V.","ST","YES","0","Computer and Technology","59.46","4.84","-.57","-41.89","-11.74",".62","7.9145","4.77","9.4663","4.4794",".41576","5.39"
"Shake Shack, Inc.","SHAK","YES","0","Retail-Wholesale","114.34","23.79","16.53","-312.63","-12.05","24.45","2.73779","-2.08","6.16069","180.07099",".47036","-8.06"
"Sierra Wireless, Inc.","SWIR","YES","0","Computer and Technology","15.42","-3.23","-31.63","30.06","-37.13","1.45",".15238","-8.8","-.04094","5.86829",".84745","-9.21"
"Signet Jewelers Limited","SIG","YES","0","Retail-Wholesale","57.98","99.21","-37.31","-116.02","-14.83","-4.28","5.589","2.09","9.62709","1.5898",".799","-.32"
"Silicon Laboratories, Inc.","SLAB","YES","0","Computer and Technology","147.32","8.32","4.34","-34.95","5.87","6.81","6.75939","4.27","7.90299","5.30109",".45289","1.41"
"Silver Standard Resources Inc.","SSRM","YES","0","Basic Materials","15.54","-30.43","19.72","141.02","40.58","11.2","4.4994","6.29","5.72399","1.29289",".25141","15.46"
"SiteOne Landscape Supply, Inc.","SITE","YES","0","Industrial Products","174.87","2.69","29.36","56.11","14.72","12.35","5.51749","7.02","8.32499","3.70989","1.5654","4.49"
"Six Flags Entertainment Corporation New","SIX","YES","0","Consumer Discretionary","47.48","26.98","22.31","-336.44","-76.03","-11.13","4.6427","-14.95","5.99189",".80786",".12591","-118.74"
"Skechers U.S.A., Inc.","SKX","YES","0","Consumer Discretionary","42.54","7.31","-7.76","-71.56","-11.93","8.94","8.7332","2","12.13899","2.3584",".82366","2.14"
"SkyWest, Inc.","SKYW","YES","0","Transportation","55.93","25.86","15.83","-102.5","-28.43","-4.95","3.43639","-.13","4.71479","8.7011",".31417","-.4"
"Skyline Corporation","SKY","YES","0","Construction","47.28","40.96","70.8","-7.03",".71","69.95","4.90969","7.4","7.50159","8.18459","1.57949","4.47"
"Sleep Number Corporation","SNBR","YES","0","Consumer Discretionary","133.14","49.78","34.43","70.06","9.32","8.95","12.25399","16.56","8.9649","8.5352","2.2083","7.5"
"Smart Sand, Inc.","SND","YES","0","Oils-Energy","2.51","36.02","-8.51","20.02","-47.51","35.39","7.81419",".78","10.11699","5.16179",".30913","31.02"
"SolarEdge Technologies, Inc.","SEDG","YES","0","Oils-Energy","277.25","-22.37","19.31","-4.25","2.36","36.17","15.118","7.16","24.34099","3.65619",".74498","9.62"
"Southwest Airlines Co.","LUV","YES","0","Transportation","64.1","24.44","3.05","-233.59","-59.66","-6.76","6.75449","-10.6","13.038","21.76",".27279","-33.97"
"Sportsmans Warehouse Holdings, Inc.","SPWH","YES","0","Retail-Wholesale","17.46","-8.05","13.14","352.04","63.78","10.51","6.7409","14.85","21.033","3.35409","2.1775","6.29"
"Sprouts Farmers Market, Inc.","SFM","YES","0","Retail-Wholesale","26.49","22.53","20.58","92.11","14.8","11.94","8.63","10.31","13.843","16.037","2.2683","4.44"
"Star Bulk Carriers Corp.","SBLK","YES","0","Transportation","14.36","48.33","-49.56","159.63","-15.6","40.01","-.81481",".51","-.95315","27.61199",".21515","1.39"
"Stellantis N.V.","STLA","YES","0","Auto-Tires-Trucks","18.18","-6.72","-2.97","-92.11","-18.3","-3.52","3.39039","2.09","9.47439","8.05449",".89901",".25"
"Stoneridge, Inc.","SRI","YES","0","Computer and Technology","30.92","-4.36","-19","-113.19","-22.33","1.42","7.565","-.13","11.72599","5.31829","1.0978","-1.23"
"Stratasys, Ltd.","SSYS","YES","0","Computer and Technology","25.31","13.18","1736.95","-3990.36","-18.12","-4.07","-.07682","-2.78","-.09751","1.94009",".45559","-85.2"
"Stride, Inc.","LRN","YES","0","Consumer Discretionary","32.93","40.53","24.48","55.65","2.46","6.38","3.3868","4.08","4.4313","33.59899","1.02149","3.99"
"Summit Materials, Inc.","SUM","YES","0","Construction","28.41","34.77","-11.18","133.58","4.96","10.71","2.68939","2.28","3.2541","7.25409",".55855","5.92"
"Sunrun Inc.","RUN","YES","0","Oils-Energy","56.22","-26.77","-36.99","-758.42","7.41","22.82","1.20309","-.19","1.9241","3.2009",".11304","-18.8"
"Superior Industries International, Inc.","SUP","YES","0","Auto-Tires-Trucks","5.9","30.62","-36.54","-152.17","-19.8","14.5","2.75929","-3.34","3.51649","6.7262",".96592","-22.13"
"Supernus Pharmaceuticals, Inc.","SUPN","YES","0","Medical","29.1","10.23","40.38","12.29","32.5","25.25","13.932","8.92","20.31299","1.3938",".3655","24.4"
"Surgalign Holdings, Inc.","SRGA","YES","0","Medical","2.15","-6.21","-1.62","83.95","-67.01","-2.01","-2.93401","-24.8","-13.882",".76025",".8769","-18.66"
"Surmodics, Inc.","SRDX","YES","0","Medical","57.59","23.28","-27.31","-89.1","-5.21","9.85","6.0451",".83","7.63899","2.6607",".57793",".74"
"Synalloy Corporation","SYNL","YES","0","Industrial Products","9.89","12.27","61.53","-798.39","-16.11","19.97","1.9311","-1.18","2.61649","2.54629","1.0829","-10.65"
"Synaptics Incorporated","SYNA","YES","0","Computer and Technology","139.18","34.88","4.1","1003.18","-9.39","-6","7.93959","10.55","10.357","7.7799",".76635","10.98"
"Synopsys, Inc.","SNPS","YES","0","Computer and Technology","257.36","-7.58","23.23","49.64","9.66","10.7","7.3337","9.32","11.86499","4.322",".49261","18.91"
"TAL Education Group","TAL","YES","0","Consumer Discretionary","58.45","-29.4","-16.86","-134.94","27.71","49.31","5.61149","-.53","9.96409","59.186",".56844","-.93"
"TMobile US, Inc.","TMUS","YES","0","Computer and Technology","131.43","-10.25","33.17","-11.65","52","11.44","3.2576","2.74","4.50489","15.63399",".41016","4.48"
"TPI Composites, Inc.","TPIC","YES","0","Industrial Products","57.9","1.23","-33.3","-21.13","16.26","21.64","2.96469","2.61",".5429","134.735","1.7802","-1.14"
"TTM Technologies, Inc.","TTMI","YES","0","Computer and Technology","14.95",".75","-11.02","357.97","-21.72","-.56","3.4109","-.5","4.69229","14.342",".63976","8.98"
"Tactile Systems Technology, Inc.","TCMD","YES","0","Medical","53.53","10.06","14.24","-105.65","-1.25","26.92","5.32119","5.93","6.63269","2.46429","1.19019","-.33"
"TakeTwo Interactive Software, Inc.","TTWO","YES","0","Consumer Discretionary","184","-18.71","43.98","45.55","15.76","22.13","9.46809","12.43","20.961","71.583",".59562","14.96"
"Tapestry, Inc.","TPR","YES","0","Retail-Wholesale","42.86","26.51","-7.09","-173.18","-17.68","4.71","9.788","4.23","14.121","2.0127",".58152","-9.22"
"Taro Pharmaceutical Industries Ltd.","TARO","YES","0","Medical","73.14","-5.91","-17.78","-221.81","-3.75","-10.34","13.923","6.83","15.647","1.5461",".2439","-52.59"
"Tata Motors Ltd","TTM","YES","0","Auto-Tires-Trucks","20.84","53","-69.18","-1240.08","-16.42","-2.6","1.2739","-8.4","2.3408","7.5152","1.4678","-6.99"
"Taylor Morrison Home Corporation","TMHC","YES","0","Construction","32.23","16.63","20.16","-4.4","28.71","13.84","4.202","5.26","4.809",".90723",".76241","3.97"
"TechnipFMC plc","FTI","YES","0","Oils-Energy","7.65","-23.08","-54.37","-44.55","-2.67","21.21","1.72239",".45","3.01629","8.41969",".66817","-25.19"
"Teekay Tankers Ltd.","TNK","YES","0","Transportation","14.26","19.3","4.98","111.1","-3.75","19.16","2.57119","7.4","2.9806","14.178",".42831","9.85"
"Teledyne Technologies Incorporated","TDY","YES","0","Aerospace","419.5","-1.09","19.06","-.1","-2.45","9.85","7.7789","8.18","10.17199","5.0602",".64144","13.02"
"Tenet Healthcare Corporation","THC","YES","0","Medical","51.3","17.11","36.07","271.98","-4.54","-3.03",".87186","1.95","1.21599","33.09099",".68261","2.26"
"Tenneco Inc.","TEN","YES","0","Auto-Tires-Trucks","10.68","-7.02","-12.72","-384.39","-11.87","19.33","4.8888","-.3","10.68299","7.5739","1.27409","-9.89"
"Teradata Corporation","TDC","YES","0","Computer and Technology","40.6","67.86","-29.67","637.5","-3.32","-6.09","5.9091","3.15","11.302","33.691",".85764","7.03"
"Terminix Global Holdings, Inc.","TMX","YES","0","Industrial Products","48.75","-12.24","-14.49","329.69","-5.58","-7.69","4.5079","2.45","6.61079","27.176",".37907","28.03"
"Teva Pharmaceutical Industries Ltd.","TEVA","YES","0","Medical","11.43","10.34","-18.86","-299.8","-1.35","-5.96","5.2416","5.13","7.40999","2.03369",".31626","-23.95"
"Texas Roadhouse, Inc.","TXRH","YES","0","Retail-Wholesale","98.73","14.19","-9.98","-82.08","-12.99","7.62","9.33469","1.44","13.43799","98.722","1.1028","1.3"
"The Boeing Company","BA","YES","0","Aerospace","255.17","11.6","-10.99","-1766.82","-24.04","-8.24","4.2803","-8.54","45.64699",".76766",".3756","-20.42"
"The Boston Beer Company, Inc.","SAM","YES","0","Consumer Staples","1225.3","12.19","15.31","74.44","38.93","12.93","13.74899","14.26","19.36499","7.5604","1.3865","10.87"
"The Cheesecake Factory Incorporated","CAKE","YES","0","Retail-Wholesale","58.05","45.52","-15.71","-195.16","-20.12",".34","7.1229","-2.85","14.154","44.826",".7135","-6.11"
"The Chefs Warehouse, Inc.","CHEF","YES","0","Consumer Staples","32","13.4","11.44","-442.67","-30.17","4.73","1.36969","-6.66","1.7359","8.47939","1.0719","-7.46"
"The Childrens Place, Inc.","PLCE","YES","0","Retail-Wholesale","69.98","28.1","-10.88","-291.49","-18.61","-1.36","9.52169","-1.21","22.57099","3.10419","1.29579","-9.22"
"The Gap, Inc.","GPS","YES","0","Retail-Wholesale","30.76","38.05","2.51","-289.46","-15.77","-1.29","7.4053","-5.46","13.442","3.76719","1.0116","-4.82"
"The Goodyear Tire & Rubber Company","GT","YES","0","Auto-Tires-Trucks","17.93","49.35","-34.94","-303.22","-16.44","-3.97","2.89549","-2.76","4.794","4.26359",".75569","-10.18"
"The Hain Celestial Group, Inc.","HAIN","YES","0","Consumer Staples","44","2.5","-16.37","116.12","-10.8","-8.66","4.13959","5.55","5.03859","5.79379",".94133","1.44"
"The Manitowoc Company, Inc.","MTW","YES","0","Industrial Products","21.21","44.42","-10.96","-140.99","-21.3","-6.09",".26758","-.77",".40893","2.28609",".90448","-1.32"
"The Michaels Companies, Inc.","MIK","YES","0","Retail-Wholesale","21.97","55.47","2.14","8.2","3.92","-.41","14.59899","8.46","34.31499","3.0766","1.2386","5.6"
"The Middleby Corporation","MIDD","YES","0","Industrial Products","164.92","16.77","6.55","-41.15","-15.08","7.15","8.36909","5.25","11.369","2.80029",".48065","8.25"
"The ODP Corporation","ODP","YES","0","Retail-Wholesale","43","35.17","-1.17","-422.22","-8.8","-5.38","3.4979","3.2","6.88079","7.84469","1.64419","-3.29"
"The Walt Disney Company","DIS","YES","0","Consumer Discretionary","189.73","-4.17","-17.71","-147.76","-6.01","6.04","7.81459",".75","11.222","27.707",".29725","-8.16"
"Thermon Group Holdings, Inc.","THR","YES","0","Computer and Technology","19.3","13.62","-1.24","-104.8","-7.07","8.33","4.1462","1.71","4.98029","2.40249",".46406","-.36"
"Tillys, Inc.","TLYS","YES","0","Retail-Wholesale","11.81","30.71","-4.47","-105.06","-14.2","-.04","4.5906","-.22","8.54609","6.04839","1.0254","-.22"
"Titan Machinery Inc.","TITN","YES","0","Retail-Wholesale","26.97","26.92","46.62","38.72","8.13","2.54",".32739","3.11","1.0519","2.1847","1.5532","1.37"
"TopBuild Corp.","BLD","YES","0","Construction","217","7.67","38.69","29.33","3.58","13","6.33799","8.93","8.99429","13.059","1.00059","9.09"
"Tower Semiconductor Ltd.","TSEM","YES","0","Computer and Technology","29.67","7.48","-22.92","-8.6","2.57","1.44","10.08899","4.19","13.69099","5.0826",".63103","6.5"
"TransAct Technologies Incorporated","TACT","YES","0","Computer and Technology","11.23","45.69","-12.65","-1191.09","-33.12","-9.82","7.26569","-15.17","9.25479","1.4636",".82411","-18.4"
"Transdigm Group Incorporated","TDG","YES","0","Aerospace","614.38","-10.14","10.39","-45.25","-2.3","15.17","6.29979","3.69","7.3828","1.8063",".26453","9.38"
"Trecora Resources","TREC","YES","0","Basic Materials","7.94","2.78","-49.9","308.25","-19.44","1.53","1.9289","-.22","2.3071","17.989",".64221","14.95"
"TreeHouse Foods, Inc.","THS","YES","0","Consumer Staples","53.25","15","-5.18","103.82","1.42","-3.51","2.4284","2.9","3.0708","5.8397",".81361",".32"
"Trex Company, Inc.","TREX","YES","0","Construction","96.35","4.36","27.85","21.34","18.18","15.19","29.02","25.87","46.19599","9.13949","1.26259","19.94"
"TriMas Corporation","TRS","YES","0","Industrial Products","31.13","-9.9","6.94","-180.88","6.42",".18","6.2265","5.77","7.53959","4.1019",".64503","-10.36"
"Trimble Inc.","TRMB","YES","0","Computer and Technology","82.92","15.52","17.55","-24.19","-3.57","9.01","7.5629","7.36","10.16199","4.3322",".46889","12.39"
"Trinity Biotech PLC","TRIB","YES","0","Medical","3.92","1.05","19.42","77.91","12.77","-2.27","1.54229","11.83","2.07069","1.723",".7782","-6.26"
"Triumph Group, Inc.","TGI","YES","0","Aerospace","18.06","33.76","-29.3","-197.37","-13.81","-8.57","4.10879","1.07","9.83619","3.6533",".8234","-21.66"
"Tucows Inc.","TCX","YES","0","Computer and Technology","79.64","-.15","-3.71","-62.5","-7.69","14.67","5.5861","1.98","17.50799","138.222",".70056","1.86"
"Tupperware Brands Corporation","TUP","YES","0","Consumer Staples","26.4","-25.15","-26.95","804.84","-3.21","-6.85","12.137","9.57","54.442","2.5494","1.4203","6.45"
"Turquoise Hill Resources Ltd.","TRQ","YES","0","Basic Materials","17.48","28.3","16.89","384.94","-7.53","-5.14","2.61059","3.28","2.75169","3.51719",".08251","39.76"
